"Month Year","Age","Sex","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Manslaughter Unlawful Striking Causing Death","Driving Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
DEC13,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936
JAN14,Adult,Female,0,2,1,0,0,0,1,243,18,99,35,91,5,1,4,13,6,7,36,6,0,3,27,299,75,47,43,4,9,19,1,96,52,564,24,332,28,180,236,5,2,76,12,141,91,33,8,50,0,1115,1165,11,474,27,25,628,8,0,0,4,2,0,0,1,1,147,0,182,33,47,0,5,0,20,22,995,18,450,42,485,3,719,13,446,260,0,6,3305,937
JAN14,Adult,Male,1,8,4,2,0,0,2,722,40,350,110,222,155,34,121,45,29,16,127,15,2,35,75,1058,606,315,278,37,76,215,12,695,246,1236,76,442,210,508,488,9,14,189,8,268,231,79,27,116,9,3514,3408,15,1547,116,92,1638,3,0,1,2,0,0,0,0,0,442,0,1205,180,303,13,49,0,115,126,3629,93,1449,137,1950,17,2710,103,1687,919,1,172,12069,938
JAN14,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,939
JAN14,Juvenile,Female,0,0,0,0,0,0,0,46,2,22,5,17,3,0,3,1,0,1,4,0,0,4,0,54,61,35,34,1,4,22,2,64,45,208,17,156,19,16,25,1,0,22,0,2,31,22,1,8,0,436,31,0,16,1,0,14,0,0,0,0,0,0,0,0,0,7,0,1,27,4,0,1,0,1,2,85,0,27,12,46,0,3,0,3,0,0,34,192,940
JAN14,Juvenile,Male,1,0,0,0,0,0,0,107,2,46,20,39,39,13,26,12,6,6,17,0,0,1,16,176,304,181,180,1,17,106,3,259,124,382,40,116,123,103,54,2,0,49,0,3,72,35,8,28,1,1198,153,0,65,4,2,82,0,0,0,0,0,0,0,0,0,20,0,3,94,17,0,0,0,13,4,234,3,91,24,116,0,10,8,2,0,0,37,568,941
JAN14,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942
FEB14,Adult,Female,1,3,1,0,0,0,2,188,22,65,26,75,4,2,2,18,15,3,21,2,1,2,16,235,74,43,42,1,8,23,2,89,54,586,28,386,25,147,250,22,2,99,3,124,58,25,8,25,0,1113,1073,2,456,26,26,563,2,0,0,2,0,0,0,0,0,120,0,133,41,25,0,2,0,13,10,740,11,331,42,356,6,599,7,380,212,0,7,2746,943
FEB14,Adult,Male,6,5,3,0,1,0,1,674,38,330,87,219,178,37,141,80,63,17,145,12,8,35,90,1088,568,342,308,34,55,171,20,549,280,1186,48,442,212,484,609,26,6,257,18,302,202,62,20,116,4,3414,3280,9,1486,130,83,1572,5,0,0,2,0,1,0,0,2,351,0,997,172,310,9,49,0,95,157,2942,76,1210,183,1473,32,2319,100,1501,718,0,109,10517,944
FEB14,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,945
FEB14,Juvenile,Female,0,0,0,0,0,0,0,60,1,30,3,26,4,1,3,7,0,7,2,0,0,1,1,73,42,28,27,1,3,11,0,43,29,187,3,131,19,34,15,0,0,14,0,1,14,6,2,6,0,330,44,0,19,1,3,21,0,0,0,0,0,0,0,0,0,7,0,0,33,4,0,0,0,4,0,72,0,24,11,37,0,0,0,0,0,0,20,180,946
FEB14,Juvenile,Male,0,0,0,0,0,0,0,79,1,30,15,33,27,5,22,16,14,2,17,1,0,0,16,139,397,229,226,3,22,146,15,200,141,351,17,116,133,85,17,0,0,14,0,3,57,31,4,22,0,1178,211,0,95,2,9,105,0,0,0,0,0,0,0,0,0,16,0,9,97,18,0,0,0,14,4,194,1,79,27,87,0,21,11,10,0,0,20,586,947
FEB14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948
MAR14,Adult,Female,0,1,1,0,0,0,0,237,11,95,34,97,6,1,5,4,1,3,25,2,0,5,18,273,71,49,39,10,0,22,4,95,48,688,34,462,25,167,277,31,8,127,10,101,80,25,9,46,0,1263,984,3,431,21,18,511,3,0,0,1,0,0,0,0,2,122,0,156,46,50,1,5,0,25,19,893,12,395,60,426,14,705,9,484,212,0,11,2984,949
MAR14,Adult,Male,3,10,6,0,1,0,3,770,52,366,124,228,161,44,117,62,34,28,120,14,5,23,78,1126,596,386,350,36,36,174,17,542,255,1253,52,444,221,536,564,41,14,193,6,310,228,100,17,108,3,3455,3752,24,1715,138,88,1787,2,0,0,1,0,0,0,0,1,383,0,1101,250,335,9,49,0,113,164,3354,98,1248,150,1858,67,2640,101,1819,720,0,164,12048,950
MAR14,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,951
MAR14,Juvenile,Female,0,0,0,0,0,0,0,49,0,25,7,17,6,0,6,4,0,4,3,0,0,0,3,62,56,33,33,0,2,21,7,53,44,222,14,151,26,31,19,0,0,14,0,5,23,14,1,8,0,424,61,0,32,0,3,26,0,0,0,0,0,0,0,0,0,6,0,0,41,6,0,0,0,2,4,84,1,22,12,49,0,6,3,3,0,0,46,250,952
MAR14,Juvenile,Male,0,0,0,0,0,0,0,128,4,42,27,55,45,7,38,25,16,9,17,1,0,2,14,215,336,173,172,1,8,155,13,331,194,463,44,148,139,132,92,0,0,85,0,7,64,36,5,23,0,1493,208,0,103,1,9,95,0,0,0,0,0,0,0,0,0,22,0,3,131,33,0,0,0,21,12,225,8,89,34,94,0,19,8,8,3,0,65,706,953
MAR14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954
APR14,Adult,Female,0,2,1,0,1,0,0,181,12,69,24,76,3,0,3,15,3,12,26,2,1,4,19,227,60,44,44,0,1,15,3,82,55,580,12,387,28,153,187,2,3,66,5,111,70,25,7,38,0,1037,1010,11,419,26,28,526,4,0,0,4,0,0,0,0,0,147,0,166,30,38,0,3,0,17,18,796,16,390,41,349,3,632,9,412,211,0,16,2842,955
APR14,Adult,Male,4,3,1,0,1,0,1,598,41,271,89,197,148,33,115,44,22,22,114,16,3,29,66,911,580,329,301,28,76,175,13,508,261,1118,51,359,220,488,434,9,19,220,6,180,184,65,22,94,3,3098,3245,21,1492,106,96,1530,2,0,0,2,0,0,0,0,0,422,0,1012,201,283,6,45,0,94,138,2960,83,1190,172,1515,26,2480,113,1609,758,0,143,10774,956
APR14,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,957
APR14,Juvenile,Female,0,0,0,0,0,0,0,66,2,25,11,28,3,1,2,10,2,8,2,0,0,0,2,81,47,14,14,0,2,31,0,71,25,154,5,104,15,30,9,1,0,5,0,3,16,8,1,7,0,322,67,0,30,0,3,34,0,0,0,0,0,0,0,0,0,10,0,0,36,1,0,0,0,1,0,100,0,28,10,62,0,3,3,0,0,0,46,263,958
APR14,Juvenile,Male,0,0,0,0,0,0,0,94,4,36,10,44,38,8,30,19,2,17,11,0,0,2,9,162,234,91,89,2,21,122,13,309,111,395,19,143,80,153,60,0,0,58,0,2,43,18,2,23,0,1165,210,0,97,3,12,98,0,0,0,0,0,0,0,0,0,26,0,0,122,25,0,2,0,10,13,219,1,70,29,119,0,14,13,1,0,0,48,664,959
APR14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960
MAY14,Adult,Female,1,1,1,0,0,0,0,212,8,81,35,88,4,0,4,8,1,7,32,3,1,6,22,258,104,70,61,9,7,27,4,76,62,722,45,442,26,209,346,6,11,158,8,163,83,28,15,40,0,1397,1304,5,564,25,79,631,4,0,0,3,1,0,0,0,0,151,0,170,37,39,0,1,0,20,18,824,8,416,52,348,21,706,10,425,270,1,19,3275,961
MAY14,Adult,Male,1,3,2,0,0,0,1,678,48,326,86,218,174,45,129,34,14,20,110,14,7,30,59,1000,774,537,497,40,55,182,18,467,294,1417,60,497,325,535,570,31,9,318,10,202,260,92,28,138,2,3800,4077,17,1864,134,101,1961,0,0,0,0,0,0,0,0,0,493,0,1078,195,319,10,49,1,110,149,3259,89,1254,156,1760,52,2558,89,1661,808,0,155,12186,962
MAY14,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,3,963
MAY14,Juvenile,Female,0,0,0,0,0,0,0,67,0,28,11,28,4,0,4,10,0,10,3,0,0,0,3,84,44,22,22,0,3,19,1,55,19,203,2,147,12,42,9,0,0,5,0,4,25,16,1,8,0,356,55,0,27,0,4,24,0,0,0,0,0,0,0,0,0,2,0,0,51,5,0,0,0,1,4,89,1,31,12,45,0,3,3,0,0,0,47,252,964
MAY14,Juvenile,Male,0,0,0,0,0,0,0,92,4,33,19,36,40,2,38,7,5,2,12,1,0,0,11,151,330,163,162,1,52,115,4,252,107,381,34,116,109,122,61,0,0,59,0,2,70,40,3,27,0,1205,232,1,99,7,11,114,0,0,0,0,0,0,0,0,0,15,0,5,155,27,0,1,0,17,9,193,2,78,31,82,0,10,6,1,1,2,31,668,965
MAY14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966
JUN14,Adult,Female,0,1,1,0,0,0,0,222,13,107,26,76,4,0,4,3,2,1,28,5,0,6,17,258,81,60,49,11,4,17,1,93,42,554,26,317,27,184,334,14,3,197,1,119,80,31,15,33,1,1185,1207,5,510,29,29,634,5,0,0,2,1,1,0,0,1,158,0,163,43,35,1,2,0,15,17,860,11,434,54,361,15,719,13,452,254,0,19,3224,967
JUN14,Adult,Male,3,5,2,0,0,0,3,608,34,297,81,196,147,53,94,45,32,13,90,14,4,15,57,898,733,353,328,25,104,276,17,538,215,1152,57,383,193,519,556,16,15,281,11,233,237,89,21,125,2,3448,4079,33,1860,127,130,1929,1,0,0,1,0,0,0,0,0,535,0,1060,201,334,11,59,1,100,163,3417,110,1381,164,1762,59,2476,96,1601,778,1,119,12281,968
JUN14,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,3,969
JUN14,Juvenile,Female,0,0,0,0,0,0,0,52,2,22,7,21,2,0,2,10,1,9,2,1,0,0,1,66,46,11,10,1,4,31,0,72,28,205,11,141,18,35,22,0,0,21,0,1,22,8,6,8,0,395,63,0,28,1,7,27,0,0,0,0,0,0,0,0,0,6,0,2,38,3,0,0,0,2,1,74,1,26,11,36,0,0,0,0,0,0,50,236,970
JUN14,Juvenile,Male,0,0,0,0,0,0,0,124,2,55,27,40,30,5,25,11,7,4,14,1,0,1,12,179,325,145,137,8,26,154,0,299,100,414,33,153,103,125,25,1,0,22,0,2,72,31,8,32,1,1235,266,1,114,5,21,125,0,0,0,0,0,0,0,0,0,17,0,1,116,24,0,0,0,13,11,226,2,80,38,106,0,9,4,4,0,1,53,712,971
JUN14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972
JUL14,Adult,Female,2,0,0,0,0,0,0,184,6,85,27,66,7,3,4,7,2,5,28,3,0,7,18,228,67,42,38,4,6,19,0,95,42,592,26,367,31,168,266,13,5,90,7,151,88,29,6,53,0,1150,1300,15,542,24,33,686,2,0,0,2,0,0,0,0,0,185,0,184,43,52,3,7,0,16,26,873,7,451,57,358,5,688,13,393,282,0,14,3346,973
JUL14,Adult,Male,1,5,2,0,0,0,3,630,34,304,77,215,154,25,129,63,47,16,86,5,2,28,51,939,621,350,332,18,45,226,29,494,254,1416,57,455,362,542,424,20,7,193,10,194,242,95,21,120,6,3480,4244,45,1919,121,156,2003,0,0,0,0,0,0,0,0,0,485,0,1021,194,342,9,47,0,105,181,3304,78,1437,202,1587,21,2532,81,1627,823,1,140,12283,974
JUL14,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,975
JUL14,Juvenile,Female,0,0,0,0,0,0,0,73,2,41,12,18,9,0,9,2,0,2,3,0,0,1,2,87,70,42,38,4,1,27,3,63,21,208,5,158,9,36,12,0,0,10,1,1,20,11,1,8,0,397,77,0,40,1,4,32,0,0,0,0,0,0,0,0,0,8,0,0,30,8,0,0,0,5,3,81,0,24,14,43,0,0,0,0,0,0,35,239,976
JUL14,Juvenile,Male,0,0,0,0,0,0,0,93,5,28,14,46,37,6,31,24,14,10,14,0,0,6,8,168,242,140,135,5,13,89,15,218,92,397,31,125,111,130,24,0,0,22,0,2,53,27,5,21,0,1041,273,0,127,1,13,132,0,0,0,0,0,0,0,0,0,7,0,2,104,24,0,2,0,9,13,189,3,56,47,83,0,7,5,1,1,0,35,641,977
JUL14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978
AUG14,Adult,Female,0,1,0,0,0,0,1,259,4,110,33,112,6,1,5,10,6,4,28,2,1,3,22,304,52,30,27,3,1,21,3,97,56,653,21,415,42,175,312,7,7,170,3,125,83,33,12,38,0,1256,1386,9,585,28,45,719,0,0,0,0,0,0,0,0,0,194,0,156,25,51,1,3,0,25,22,932,9,481,44,398,4,668,9,410,249,0,15,3431,979
AUG14,Adult,Male,5,10,6,0,1,0,3,644,35,345,78,186,156,38,118,50,29,21,132,19,7,18,88,997,547,303,274,29,40,204,19,478,234,1431,65,502,342,522,540,12,14,233,5,276,211,63,26,120,2,3460,4399,31,2031,131,175,2031,1,0,0,1,0,0,0,0,0,598,0,1043,191,334,8,61,0,106,159,3557,120,1414,182,1841,42,2624,106,1650,868,0,125,12914,980
AUG14,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,981
AUG14,Juvenile,Female,0,0,0,0,0,0,0,54,0,31,2,21,7,0,7,13,1,12,3,1,0,0,2,77,29,11,10,1,7,11,2,35,31,164,2,121,5,36,8,1,0,5,0,2,8,4,0,4,0,277,72,0,31,2,7,32,0,0,0,0,0,0,0,0,0,7,0,0,23,6,0,0,0,2,4,77,3,22,12,40,0,4,4,0,0,0,79,268,982
AUG14,Juvenile,Male,0,0,0,0,0,0,0,83,3,36,12,32,56,6,50,16,8,8,15,1,0,0,14,170,232,139,136,3,15,78,8,233,94,329,18,116,107,88,60,1,0,56,0,3,39,21,1,17,0,995,326,0,142,6,24,154,0,0,0,0,0,0,0,0,0,10,0,6,73,42,0,1,0,19,22,175,3,50,42,80,0,8,5,3,0,0,67,707,983
AUG14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,984
SEP14,Adult,Female,1,1,1,0,0,0,0,218,7,103,26,82,3,0,3,12,4,8,32,2,0,6,24,267,67,48,43,5,2,17,5,91,55,728,27,461,16,224,286,13,6,162,4,101,98,30,7,59,2,1330,1516,6,592,33,43,842,6,0,0,5,0,0,0,1,0,160,0,180,40,60,0,2,0,28,30,920,8,480,67,365,6,730,13,445,272,0,17,3635,985
SEP14,Adult,Male,4,3,2,0,0,0,1,735,37,332,106,260,208,46,162,91,75,16,131,23,6,23,79,1172,525,291,274,17,55,179,17,529,230,1481,58,563,266,594,629,11,6,341,15,256,271,113,22,129,7,3682,4884,51,2170,169,173,2321,1,0,1,0,0,0,0,0,0,485,0,1126,208,420,7,62,3,163,185,3536,103,1462,203,1768,49,2738,105,1760,872,1,164,13611,986
SEP14,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,987
SEP14,Juvenile,Female,0,0,0,0,0,0,0,55,0,29,5,21,5,0,5,8,2,6,3,0,0,0,3,71,34,21,20,1,3,10,4,53,22,246,9,189,11,37,33,0,0,30,0,3,16,7,5,4,0,408,69,0,30,0,6,33,0,0,0,0,0,0,0,0,0,9,0,2,37,1,0,0,0,1,0,90,0,29,20,41,0,6,5,1,0,0,64,278,988
SEP14,Juvenile,Male,0,0,0,0,0,0,0,110,2,44,16,48,50,6,44,19,14,5,27,0,0,2,25,206,333,186,186,0,23,124,11,281,92,424,29,161,103,131,59,2,0,53,0,4,52,17,8,27,0,1252,306,0,140,7,17,142,0,0,0,0,0,0,0,0,0,18,0,8,157,43,0,1,0,25,17,210,2,82,35,91,0,13,7,5,1,0,56,811,989
SEP14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990
OCT14,Adult,Female,1,1,0,0,0,0,1,232,5,84,41,102,4,0,4,10,3,7,23,3,0,3,17,271,56,38,30,8,7,11,2,89,58,720,26,436,37,221,328,17,7,124,23,157,107,33,15,58,1,1360,1844,8,755,45,47,989,4,0,0,2,0,1,0,1,0,143,0,192,57,66,1,6,0,27,32,1035,8,487,70,470,10,711,15,420,276,0,13,4075,991
OCT14,Adult,Male,7,6,6,0,0,0,0,747,35,355,109,248,206,49,157,59,34,25,132,23,1,14,94,1157,562,301,259,42,75,186,19,529,267,1342,58,500,248,536,509,24,15,191,15,264,269,113,31,123,2,3497,5460,34,2470,179,155,2622,2,0,0,1,0,1,0,0,0,486,0,1142,250,475,10,66,2,157,240,3997,75,1558,212,2152,54,2720,128,1729,863,0,173,14759,992
OCT14,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,993
OCT14,Juvenile,Female,0,0,0,0,0,0,0,46,0,25,4,17,4,0,4,4,1,3,0,0,0,0,0,54,38,14,14,0,3,21,1,46,14,197,4,136,14,43,33,0,0,28,1,4,16,12,2,2,0,345,86,0,36,3,4,43,0,0,0,0,0,0,0,0,0,12,0,1,60,5,0,0,0,3,2,108,1,28,30,49,0,3,1,2,0,0,22,297,994
OCT14,Juvenile,Male,0,1,1,0,0,0,0,129,3,47,29,50,45,12,33,8,3,5,20,0,0,2,18,203,323,187,186,1,18,118,19,388,104,459,15,152,94,198,46,2,0,42,0,2,58,31,3,24,0,1397,278,0,131,3,10,134,0,0,0,0,0,0,0,0,0,13,0,4,173,41,0,5,0,18,18,228,7,91,25,105,0,7,1,6,0,0,40,784,995
OCT14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996
NOV14,Adult,Female,0,2,1,0,1,0,0,236,15,92,41,88,9,0,9,7,3,4,32,2,0,5,25,286,61,47,41,6,3,11,6,100,43,673,22,412,19,220,246,8,5,116,7,110,87,31,9,45,2,1216,1123,8,483,21,22,589,3,0,0,3,0,0,0,0,0,128,0,196,57,61,1,4,0,30,26,890,19,372,43,456,3,670,14,413,243,0,12,3143,997
NOV14,Adult,Male,3,9,6,0,2,0,1,719,39,361,101,218,222,57,165,58,33,25,124,17,4,18,85,1135,540,343,311,32,33,164,10,534,212,1133,67,405,195,466,447,21,6,236,8,176,237,71,22,141,3,3113,3650,43,1678,108,121,1700,1,0,0,1,0,0,0,0,0,396,0,1151,258,340,8,32,0,115,185,3599,102,1246,150,2101,27,2380,97,1547,735,1,92,11894,998
NOV14,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,3,999
NOV14,Juvenile,Female,0,0,0,0,0,0,0,57,0,27,10,20,8,1,7,4,2,2,2,0,0,1,1,71,48,13,12,1,4,31,4,69,18,151,2,121,8,20,59,0,0,56,0,3,11,3,3,5,0,360,51,0,27,0,1,23,0,0,0,0,0,0,0,0,0,12,0,2,49,2,0,0,0,1,1,78,1,16,12,49,0,2,0,1,1,0,89,285,1000
NOV14,Juvenile,Male,0,0,0,0,0,0,0,116,3,34,30,49,51,4,47,11,4,7,16,0,0,3,13,194,369,145,145,0,40,184,9,284,124,417,30,129,118,140,67,1,0,61,0,5,73,35,12,26,0,1343,245,1,124,4,15,101,0,0,0,0,0,0,0,0,0,20,0,1,135,25,0,0,0,13,12,172,1,61,25,85,0,23,13,8,2,0,78,699,1001
