"Month Year","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Driving Causing Death","Manslaughter Unlawful Striking Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
JUL97,7,13,6,1,0,6,0,1243,47,661,102,433,333,46,287,232,132,100,276,32,4,66,174,2104,6335,3736,3685,51,698,1901,155,4408,1549,7965,571,916,2515,3963,1920,0,618,263,0,1039,410,53,219,132,6,22742,2950,8,1329,248,136,1229,34,9,4,3,14,2,0,0,2,99,0,366,134,434,15,161,6,45,207,1130,0,402,85,643,0,1920,86,1628,197,9,82,7149
AUG97,5,27,18,0,0,9,0,1319,60,649,111,499,591,74,517,212,123,89,265,43,13,39,170,2419,6001,3594,3530,64,656,1751,153,4318,1342,7674,529,873,2333,3939,2054,0,458,635,0,961,449,64,211,160,14,21991,3058,4,1433,222,157,1242,22,5,2,2,9,3,0,1,0,144,0,368,140,297,29,89,13,43,123,1410,0,457,103,850,3,2180,97,1827,246,10,104,7726
SEP97,10,8,5,0,1,2,0,1293,47,622,96,528,478,77,401,175,84,91,249,36,2,41,170,2213,5636,3436,3384,52,539,1661,139,4096,1352,7150,468,879,2307,3496,1892,0,498,252,0,1142,323,36,128,151,8,20588,2937,12,1287,256,140,1242,8,3,1,1,3,0,0,0,0,138,0,338,162,214,10,78,6,27,93,1292,0,439,67,786,2,1971,82,1670,210,9,84,7146
OCT97,4,15,6,0,2,7,0,1461,55,756,108,542,557,51,506,214,104,110,286,31,3,71,181,2537,6045,3717,3662,55,591,1737,106,4420,1293,7916,570,832,2496,4018,2240,0,586,253,0,1401,420,56,171,185,8,22440,2932,3,1359,241,146,1183,29,6,1,5,16,1,0,0,0,141,1,401,137,293,21,113,4,48,107,1430,0,509,59,862,0,2126,101,1766,244,15,77,7567
NOV97,4,13,12,0,0,1,0,1526,61,750,121,594,444,64,380,201,112,89,293,37,7,57,192,2481,5804,3592,3534,58,529,1683,145,4039,1271,7581,544,891,2242,3904,1480,0,358,261,0,861,414,56,151,200,7,20734,3079,12,1448,236,153,1230,50,9,3,5,28,1,0,0,4,170,0,398,154,300,17,108,3,53,119,1587,0,551,91,945,1,2315,85,1946,273,11,104,8158
DEC97,7,28,15,2,1,10,0,1569,64,780,121,604,585,82,503,178,91,87,285,35,9,43,198,2652,6173,3948,3876,72,617,1608,149,4181,1530,7832,589,884,2411,3948,2311,0,475,269,0,1567,407,53,171,170,13,22583,2981,8,1335,250,243,1145,69,2,1,3,61,0,1,0,1,200,1,482,164,310,30,127,5,40,108,1647,0,578,91,978,18,2242,94,1879,260,9,73,8187
JAN98,3,15,8,1,2,4,0,1503,71,753,110,569,629,62,567,168,90,78,260,25,11,47,177,2578,6859,4376,4289,87,657,1826,156,4553,1550,8028,612,781,2692,3943,2363,0,559,451,0,1353,422,69,192,150,11,23931,2845,10,1250,205,151,1229,15,3,0,2,8,1,0,0,1,187,6,513,201,297,20,115,3,33,126,1757,0,603,105,1049,1,2328,89,1954,271,14,104,8254
FEB98,11,12,9,0,1,2,0,1339,63,689,78,509,444,66,378,162,88,74,260,49,6,41,164,2228,6155,3840,3764,76,578,1737,124,3937,1291,7430,657,773,2327,3673,2190,0,494,224,0,1472,352,61,147,136,8,21479,2704,4,1194,216,139,1151,42,17,3,3,7,0,11,0,1,142,3,402,211,264,20,93,3,47,101,1373,0,497,77,799,3,2055,74,1745,225,11,59,7258
MAR98,3,20,12,0,2,6,0,1577,70,803,98,606,474,79,395,197,100,97,309,35,6,70,198,2580,6550,3937,3865,72,637,1976,139,4232,1244,8106,631,823,2566,4086,2314,0,394,342,0,1578,393,62,186,136,9,22978,2942,9,1371,234,178,1150,48,0,0,1,43,4,0,0,0,144,70,442,164,286,20,102,5,38,121,1398,0,567,78,753,14,2218,69,1877,252,20,88,7814
APR98,5,29,25,0,1,3,0,1324,47,665,89,523,445,53,392,208,103,105,327,46,6,65,210,2338,6496,3891,3819,72,634,1971,105,4138,1231,7385,603,802,2396,3584,2473,0,394,454,0,1625,398,46,196,147,9,22226,2371,16,1107,141,169,938,42,8,0,15,17,1,1,0,0,109,1,387,270,278,22,101,2,63,90,1524,18,708,92,706,1,1851,71,1555,214,11,82,6916
MAY98,6,12,10,0,0,2,0,1252,59,634,56,503,399,60,339,209,113,96,270,26,1,48,195,2148,6358,3679,3616,63,696,1983,128,4370,1381,8008,555,933,2647,3873,2748,0,409,409,0,1930,432,63,193,165,11,23425,2772,7,1327,149,217,1072,24,0,0,0,23,1,0,0,0,108,0,376,145,322,16,106,4,75,121,1449,18,592,111,728,4,2488,122,2063,289,14,97,7785
JUN98,6,18,10,0,1,7,0,1230,46,601,73,510,362,47,315,215,105,110,248,21,4,46,177,2079,6077,3442,3390,52,771,1864,141,4236,1203,7937,543,971,2624,3799,2258,0,433,371,0,1454,497,70,233,179,15,22349,2742,14,1276,167,154,1131,32,1,0,0,24,6,1,0,0,106,1,324,152,344,13,117,5,90,119,1383,16,539,95,733,7,2029,70,1704,242,13,97,7217
JUL98,4,16,14,0,1,1,0,1420,50,682,87,601,548,88,460,191,112,79,296,37,2,59,198,2475,6143,3510,3445,65,698,1935,155,4503,1367,8300,591,995,2732,3982,2713,0,489,686,0,1538,490,126,164,189,11,23671,2969,13,1430,173,129,1224,80,23,8,15,31,3,0,0,0,102,0,432,151,381,22,109,5,99,146,1488,7,616,75,790,48,2248,116,1870,258,4,88,7987
AUG98,3,11,5,0,0,6,0,1460,54,657,107,642,624,61,563,248,125,123,317,33,3,46,235,2663,5990,3334,3280,54,710,1946,122,4596,1487,8146,593,921,2821,3811,3156,0,475,445,0,2236,455,65,188,193,9,23952,3066,8,1470,154,148,1286,22,6,1,2,11,2,0,0,0,110,2,390,181,359,25,102,5,86,141,1815,14,741,114,946,4,2313,110,1944,245,14,94,8356
SEP98,7,12,10,0,0,2,0,1374,47,666,113,548,422,68,354,205,105,100,361,29,14,45,273,2381,5555,3173,3116,57,602,1780,142,4371,1338,8165,636,994,2611,3924,1859,0,387,350,0,1122,368,65,153,141,9,21798,2933,14,1339,182,216,1182,9,0,0,1,3,3,1,1,0,143,0,411,166,403,26,125,5,111,136,1608,12,659,134,803,2,2175,84,1813,270,8,80,7930
OCT98,7,21,12,1,1,7,0,1597,51,776,128,642,543,87,456,211,107,104,322,35,7,52,228,2701,5857,3564,3503,61,595,1698,145,4319,1470,8299,609,926,2661,4103,1829,0,435,289,0,1105,370,53,159,154,4,22289,2906,8,1375,209,140,1174,20,4,0,7,7,1,0,0,1,164,0,454,139,360,20,99,6,117,118,1765,10,703,83,969,5,2282,98,1884,286,14,65,8160
NOV98,8,22,21,0,0,1,0,1517,61,731,97,628,479,76,403,245,116,129,321,38,7,60,216,2592,5923,3548,3482,66,650,1725,139,4417,1501,8342,636,877,2652,4177,1716,0,360,457,0,899,354,53,120,176,5,22392,2716,8,1230,199,178,1101,34,6,1,5,19,3,0,0,0,143,46,396,201,353,20,101,10,105,117,1904,13,758,88,1045,2,2180,95,1812,262,11,117,8092
DEC98,2,8,6,0,0,2,0,1683,71,825,100,687,664,90,574,223,101,122,286,13,6,50,217,2866,6285,3889,3802,87,698,1698,140,4396,1532,8400,665,1022,2644,4069,2041,1,403,538,0,1099,464,92,143,220,9,23258,2836,14,1361,212,124,1125,18,3,0,8,5,2,0,0,0,168,1,473,154,361,16,88,7,132,118,2072,9,857,104,1102,0,2506,93,2108,294,11,174,8763
JAN99,8,19,14,0,2,3,0,1510,74,750,109,577,437,97,340,206,109,97,324,43,4,45,232,2504,6893,4359,4278,81,776,1758,154,4621,1663,8439,696,842,2838,4063,2407,0,535,428,0,1444,426,51,169,198,8,24603,2660,4,1220,185,135,1116,15,1,0,1,13,0,0,0,0,122,0,478,157,422,25,129,7,118,143,1899,6,753,134,1006,2,2341,123,1915,289,14,82,8178
FEB99,9,6,2,1,0,3,0,1456,59,723,100,574,451,79,372,201,101,100,273,30,6,42,195,2396,5831,3457,3361,96,675,1699,134,4065,1446,7737,602,764,2674,3697,2875,0,549,438,0,1888,431,69,160,188,14,22519,2540,16,1160,174,143,1047,67,10,0,5,52,0,0,0,0,140,0,432,189,409,25,116,4,120,144,1856,8,762,96,990,6,1998,79,1687,223,9,126,7763
MAR99,1,19,14,0,1,4,0,1516,72,770,82,592,830,93,737,239,118,121,303,45,8,51,199,2908,6585,3876,3796,80,752,1957,173,4679,1758,8946,717,936,3081,4212,2248,0,458,442,0,1348,462,75,189,182,16,24851,2775,13,1285,144,168,1165,173,12,2,6,150,3,0,0,0,161,0,442,188,349,26,86,5,108,124,1794,9,806,114,865,8,2233,132,1828,267,6,99,8222
APR99,7,11,10,0,0,1,0,1305,47,661,86,511,283,54,229,197,85,112,248,25,4,31,188,2051,6121,3611,3558,53,752,1758,129,4625,1706,8151,592,841,3053,3665,2285,0,384,437,0,1464,443,77,172,187,7,23460,2767,23,1282,131,215,1116,102,6,2,3,86,4,0,0,1,133,0,359,164,306,15,86,4,95,106,1586,1,697,136,752,4,2197,90,1821,276,10,98,7716
MAY99,8,17,7,0,5,5,0,1375,48,668,99,560,445,63,382,209,109,100,317,42,4,49,222,2371,5857,3429,3368,61,724,1704,127,5268,1731,9113,589,909,3675,3940,2347,0,472,550,0,1325,414,71,144,193,6,24857,2927,12,1349,133,189,1244,49,6,1,1,38,2,0,0,1,104,1,436,177,336,24,80,7,118,107,1586,3,632,107,844,2,2353,109,1954,275,15,91,8062
JUN99,7,15,10,0,1,4,0,1203,52,592,82,477,423,60,363,218,126,92,250,33,6,41,170,2116,5719,3329,3275,54,723,1667,100,4567,1488,8732,604,998,3388,3742,2554,0,467,543,0,1544,505,66,168,263,8,23665,2520,7,1193,124,127,1069,19,3,1,1,14,0,0,0,0,73,0,385,170,338,17,84,8,135,94,1382,6,594,108,674,10,2019,94,1621,295,9,105,7021
JUL99,8,12,7,0,2,3,0,1337,42,641,84,570,416,71,345,164,93,71,254,29,5,46,174,2191,5884,3447,3400,47,714,1723,127,4850,1636,8829,652,1030,3401,3746,1879,0,385,441,0,1053,616,84,332,195,5,23821,2819,21,1309,135,186,1168,48,16,3,10,18,0,0,0,1,109,0,439,184,341,14,84,8,137,98,1503,10,647,100,746,8,2130,93,1772,256,9,105,7686
AUG99,3,12,6,0,0,6,0,1375,62,631,104,578,467,76,391,185,82,103,297,23,6,54,214,2339,6070,3635,3556,79,694,1741,136,5065,1487,8503,642,1012,3188,3661,2314,0,352,717,0,1245,452,78,167,200,7,24027,2929,8,1360,152,219,1190,39,9,1,2,26,1,0,0,0,111,0,391,197,368,22,87,3,143,113,1602,8,642,123,829,18,2178,106,1768,299,5,108,7941
SEP99,5,11,6,0,2,3,0,1436,60,677,107,592,557,75,482,184,84,100,336,32,11,69,224,2529,5754,3694,3607,87,545,1515,147,5456,1517,8898,727,1113,3299,3759,2519,0,349,517,0,1653,405,72,137,188,8,24696,2709,11,1279,183,145,1091,33,0,0,0,33,0,0,0,0,103,2,416,156,356,17,86,9,152,92,1693,1,761,101,830,7,2105,72,1749,277,7,107,7687
OCT99,3,23,19,0,0,4,0,1614,62,781,134,637,730,83,647,224,111,113,331,31,6,65,229,2925,6246,3988,3928,60,580,1678,170,5455,1847,8890,707,955,3225,4003,2131,0,505,474,0,1152,517,98,192,217,10,25256,2970,11,1383,167,148,1261,35,0,0,0,34,1,0,0,0,135,0,465,191,422,26,86,11,145,154,2022,7,839,124,1052,0,2462,116,2015,318,13,105,8807
NOV99,2,11,8,0,0,3,0,1587,64,725,120,678,500,79,421,217,141,76,345,34,4,73,234,2662,6457,3893,3833,60,721,1843,136,5392,1818,9065,831,995,3231,4008,2952,0,528,657,0,1767,489,100,203,176,10,26309,2624,10,1258,160,115,1081,102,0,0,1,99,2,0,0,0,107,1,426,205,433,20,105,9,145,154,1886,0,832,105,949,7,2269,117,1863,282,7,106,8166
DEC99,4,17,7,0,2,8,0,1655,72,813,111,659,385,55,330,174,79,95,268,16,3,57,192,2503,6463,4116,4044,72,634,1713,140,5656,1790,9286,766,1035,3277,4208,1910,0,424,392,0,1094,530,115,160,249,6,25775,3000,11,1457,159,135,1238,29,5,1,2,20,0,1,0,0,146,0,529,229,481,19,112,22,155,173,1970,2,870,118,980,2,2531,93,2085,346,7,114,9031
JAN00,4,15,9,1,0,5,0,1540,52,748,107,633,407,61,346,215,98,117,323,22,4,78,219,2504,6901,4395,4316,79,668,1838,160,5631,1776,9511,775,942,3747,4047,2632,0,371,926,0,1335,615,98,226,280,11,27226,3114,7,1413,187,230,1277,58,10,0,5,41,0,0,0,2,148,3,477,218,452,27,128,9,149,139,2141,9,914,114,1104,4,2495,92,2092,308,3,123,9233
FEB00,5,13,9,1,0,3,0,1469,67,669,119,614,527,95,432,198,103,95,317,23,2,69,223,2529,6597,3963,3909,54,685,1949,126,4736,1444,8781,768,936,3257,3820,2677,0,504,833,0,1340,439,81,141,208,9,24800,3515,13,1583,261,160,1498,98,2,0,1,93,2,0,0,0,121,1,447,232,1095,18,110,6,151,810,1743,10,757,100,876,3,2079,100,1675,288,16,115,9449
MAR00,8,19,14,0,0,5,0,1684,72,819,138,655,454,86,368,170,85,85,368,27,12,90,239,2703,6759,4120,4064,56,666,1973,154,4973,1684,9413,779,936,3433,4265,3771,0,377,733,0,2661,490,106,125,245,14,27244,3641,14,1582,198,298,1549,38,8,2,4,21,2,1,0,0,166,2,461,221,460,21,105,15,164,155,1874,5,778,107,984,2,2249,102,1819,317,11,100,9214
APR00,7,10,7,0,0,3,0,1426,48,638,113,627,339,63,276,151,84,67,310,29,5,70,206,2243,6212,3666,3618,48,686,1860,127,4728,1558,8431,654,1016,3192,3569,1901,0,269,763,0,869,745,368,150,218,9,23702,2875,4,1338,171,134,1228,32,2,1,3,26,0,0,0,0,123,0,430,206,381,22,95,4,151,109,1825,6,810,122,887,2,2262,144,1834,275,9,125,8261
MAY00,6,15,9,0,0,6,0,1230,57,559,75,539,363,75,288,201,116,85,333,40,4,68,221,2148,6652,3767,3722,45,742,2143,117,5357,1730,9226,707,1050,3486,3983,2295,0,358,447,0,1490,460,92,148,209,11,25837,2812,20,1305,127,152,1208,20,5,1,3,11,0,0,0,0,84,1,405,221,328,19,85,3,107,114,1549,2,622,171,754,1,1965,83,1607,267,8,135,7521
JUN00,18,18,17,0,0,1,0,1290,54,601,77,558,447,72,375,174,90,84,327,22,8,91,206,2274,5800,3245,3187,58,669,1886,144,5022,1664,9170,647,1121,3463,3939,2290,0,371,807,0,1112,503,94,157,241,11,24593,3051,18,1423,126,194,1290,36,6,2,4,23,1,0,0,0,98,0,406,169,392,24,79,11,149,129,1511,4,696,109,702,4,2074,92,1673,303,6,144,7885
JUL00,7,12,6,0,0,6,0,1293,58,621,97,517,595,64,531,189,108,81,313,27,7,72,207,2409,6079,3442,3390,52,661,1976,139,5443,1684,9365,642,1142,3488,4093,2125,0,449,546,0,1130,437,95,102,232,8,25272,2968,4,1583,126,113,1142,12,0,0,2,10,0,0,0,0,94,0,377,179,382,10,75,2,155,140,1646,11,668,133,834,1,2107,90,1709,294,14,114,7880
AUG00,4,18,14,0,2,2,0,1459,61,692,120,586,418,66,352,186,96,90,346,25,2,65,254,2431,6090,3335,3283,52,750,2005,144,5653,1696,9828,695,1080,3659,4394,2200,0,476,590,0,1134,527,102,140,277,8,26138,3117,12,1440,136,182,1347,19,0,0,0,19,0,0,0,0,82,1,509,240,376,23,81,3,166,103,1690,10,769,143,768,12,2417,122,1914,373,8,100,8563
SEP00,3,11,7,0,1,3,0,1407,73,639,128,567,571,84,487,195,108,87,369,34,6,76,253,2556,5841,3190,3141,49,755,1896,122,5420,1718,9654,677,1198,3568,4211,2496,0,294,848,0,1354,543,114,178,237,14,25794,3364,10,1580,168,153,1453,44,5,0,2,36,0,0,1,0,108,0,431,232,465,23,94,18,167,163,1900,10,854,138,898,2,2925,125,2389,407,4,94,9565
OCT00,7,20,17,0,0,3,0,1561,70,747,118,626,483,85,398,214,110,104,345,38,2,79,226,2630,6657,3844,3784,60,792,2021,128,5446,1822,9759,765,1090,3537,4367,2849,0,414,673,0,1762,562,90,134,327,11,27223,2779,14,1300,135,148,1182,57,8,13,21,6,8,0,0,1,117,0,417,218,371,14,77,8,152,120,1907,13,842,113,939,4,2409,116,1850,432,11,178,8457
NOV00,5,11,7,0,3,1,0,1620,68,775,121,656,594,100,494,176,92,84,346,28,5,90,223,2752,6636,3824,3758,66,761,2051,126,5684,1761,10097,785,1280,3436,4596,2181,0,352,608,0,1221,512,108,145,252,7,26997,2957,5,1384,162,129,1277,26,9,2,2,13,0,0,0,0,105,2,504,241,405,25,82,15,153,130,2023,20,889,128,986,4,2213,121,1708,372,12,127,8607
DEC00,7,10,6,0,1,3,0,1773,72,780,151,770,433,111,322,229,123,106,325,21,5,64,235,2777,6508,3887,3817,70,757,1864,140,5449,1666,9777,725,1396,3257,4399,2122,2,279,561,0,1280,482,97,170,206,9,26144,2762,11,1326,148,151,1126,72,0,0,2,70,0,0,0,0,134,0,532,219,405,22,85,14,159,125,2200,16,900,116,1168,9,2677,137,2079,453,8,105,9115
JAN01,9,19,16,0,1,2,0,1577,52,774,117,634,525,155,370,156,91,65,399,42,5,79,273,2685,7084,4139,4053,86,847,2098,151,5446,1644,9861,766,1093,3306,4696,2526,0,448,550,0,1528,584,110,192,273,9,27296,2665,10,1226,165,128,1136,66,8,3,7,48,0,0,0,0,109,2,519,226,436,25,102,8,143,158,2241,16,924,163,1138,4,2418,115,1899,397,7,150,8836
FEB01,4,13,12,0,0,1,0,1548,71,747,126,604,567,83,484,183,92,91,380,27,7,77,269,2695,6244,3620,3557,63,750,1874,136,4680,1615,8905,678,969,3100,4158,2699,0,515,816,0,1368,543,99,181,253,10,24822,2737,13,1176,158,180,1210,63,17,6,14,22,0,0,0,4,91,0,564,214,350,20,81,6,135,108,1980,19,842,122,997,5,2329,102,1883,334,10,112,8445
MAR01,5,14,11,0,0,3,0,1798,86,825,133,754,465,82,383,260,125,135,388,38,8,77,265,2930,6328,3862,3792,70,646,1820,128,5077,1823,9947,728,1183,3309,4727,2906,0,507,1042,0,1357,531,117,132,270,12,26740,3047,6,1423,174,147,1297,49,17,1,4,23,2,0,0,2,183,0,609,229,400,29,80,4,165,122,2345,32,973,126,1214,0,2679,126,2122,422,9,100,9641
APR01,5,13,10,0,2,1,0,1602,58,749,127,668,426,81,345,227,105,122,301,36,9,76,180,2574,6439,3641,3583,58,800,1998,125,5248,1718,9358,633,1054,3459,4212,2489,17,471,1031,0,970,465,81,124,254,6,25842,2913,11,1398,121,113,1270,59,12,2,9,27,2,1,4,2,135,1,514,213,350,12,80,11,132,115,2028,21,883,96,1028,3,2437,91,1999,338,9,119,8772
MAY01,3,15,10,0,2,3,0,1446,51,721,115,559,524,102,422,236,112,124,347,21,8,72,246,2571,6749,4044,3981,63,752,1953,169,5129,1742,9884,683,1221,3535,4445,2088,39,337,695,0,1017,483,82,133,260,8,26244,3130,6,1475,175,138,1336,55,10,5,6,25,2,0,3,4,149,0,511,216,327,14,86,2,135,90,1949,23,820,107,999,22,2487,111,2042,326,8,156,9002
JUN01,3,19,14,0,1,4,0,1472,58,674,129,611,458,79,379,232,102,130,301,22,4,59,216,2485,6280,3617,3555,62,736,1927,165,5236,1705,9542,702,1198,3588,4054,2002,33,316,621,0,1032,464,106,119,232,7,25394,2705,8,1279,122,89,1207,35,8,1,3,19,2,0,1,1,157,2,467,229,373,19,77,11,135,131,2005,27,891,104,983,5,2369,95,1972,293,9,126,8473
JUL01,6,10,3,0,1,6,0,1438,57,675,117,589,562,45,517,196,99,97,306,29,4,74,199,2518,6336,3499,3448,51,806,2031,146,5480,1583,9957,727,1140,3756,4334,2704,73,605,547,0,1479,508,95,148,255,10,26714,2530,7,1191,146,114,1072,52,11,5,11,17,4,0,2,2,120,0,450,190,695,21,104,5,131,434,1776,20,734,99,923,9,2386,101,1952,322,11,121,8329
AUG01,6,14,7,0,2,5,0,1426,55,676,106,589,506,84,422,199,93,106,347,28,5,74,240,2498,5576,3073,3014,59,699,1804,133,5461,1510,9975,684,1225,3616,4450,3020,61,279,916,0,1764,575,100,173,285,17,26250,2806,10,1297,165,122,1212,67,7,4,8,43,1,0,1,3,121,1,520,192,377,26,84,4,140,123,1874,16,822,84,952,9,2575,128,2085,353,9,100,8642
SEP01,3,26,20,1,1,4,0,1546,80,671,141,654,449,67,382,165,77,88,382,23,9,78,272,2571,5235,2848,2788,60,705,1682,154,5313,1496,9571,640,1276,3354,4301,3018,32,304,746,0,1936,534,96,138,292,8,25321,2546,3,1206,144,87,1106,50,11,5,6,23,4,0,0,1,156,3,549,229,529,88,87,8,153,193,1963,16,861,87,999,1,2425,111,1991,315,8,138,8589
OCT01,9,19,13,0,1,5,0,1643,67,773,146,657,518,98,420,214,108,106,501,34,11,95,361,2904,5929,3318,3247,71,698,1913,154,5531,1561,10206,769,1164,3418,4855,2423,30,281,764,0,1348,566,79,202,275,10,26370,3452,6,1612,220,167,1447,87,17,8,11,44,3,0,3,1,177,3,609,227,398,13,79,6,155,145,2403,25,1037,92,1249,3,2900,130,2318,444,8,103,10362
NOV01,7,22,14,2,1,5,0,1673,93,773,149,658,446,84,362,217,105,112,408,30,3,73,302,2773,5517,3136,3075,61,588,1793,117,4860,1453,9766,784,1253,3104,4625,2584,101,239,648,0,1596,485,77,151,249,8,24782,2572,6,1237,150,104,1075,77,5,0,6,58,0,0,1,7,140,0,572,201,421,16,94,6,170,135,2425,38,1028,103,1256,1,2614,128,2062,418,6,109,9132
DEC01,4,23,18,0,1,4,0,1878,90,868,181,739,429,127,302,196,92,104,367,40,7,71,249,2897,5724,3383,3305,78,712,1629,119,4506,1368,9319,748,1243,2982,4346,1836,43,188,724,0,881,430,82,87,248,13,23302,2690,5,1268,198,99,1120,89,4,0,16,69,0,0,0,0,146,1,616,233,370,14,77,16,136,127,2511,27,1044,95,1345,6,2911,126,2414,365,6,94,9667
JAN02,8,22,14,1,2,5,0,1677,65,801,158,653,572,107,465,206,86,120,376,41,3,74,258,2861,6417,3743,3654,89,820,1854,158,3933,1557,10136,798,1113,3442,4783,2307,31,456,623,0,1197,533,75,166,282,10,25041,2480,4,1152,157,64,1103,35,6,3,6,19,1,0,0,0,167,2,654,239,367,10,87,4,146,120,2438,39,1010,118,1271,4,2468,98,1978,380,12,117,8971
FEB02,4,24,17,0,4,3,0,1598,68,759,146,625,510,111,399,161,75,86,329,27,4,57,241,2626,5857,3379,3316,63,741,1737,129,3190,1389,9080,654,1108,3176,4142,1702,13,230,536,0,923,419,72,92,250,5,21766,2560,2,1133,195,119,1111,50,9,2,11,27,1,0,0,0,154,1,598,208,346,16,74,14,122,120,1866,31,795,83,957,7,2313,109,1837,362,5,95,8198
MAR02,6,11,8,0,1,2,0,1716,69,853,115,679,502,113,389,177,89,88,373,22,1,87,263,2785,6411,3586,3513,73,815,2010,136,3583,1576,9725,724,1070,3374,4557,2492,64,232,728,0,1468,490,88,118,272,12,24413,2568,9,1203,140,122,1094,53,12,6,11,20,4,0,0,0,156,0,570,245,333,15,62,6,157,93,2398,30,960,91,1317,0,2654,106,2107,435,6,96,9073
APR02,5,3,2,0,1,0,0,1406,64,692,115,535,513,100,413,168,88,80,284,14,5,74,191,2379,5896,3411,3366,45,660,1825,145,3510,1393,9453,711,1164,3186,4392,1986,51,253,660,0,1022,473,71,145,255,2,22856,2691,3,1273,136,172,1107,57,7,3,14,31,2,0,0,0,104,0,559,201,339,16,66,20,135,102,1977,28,773,111,1065,2,2698,105,2146,442,5,140,8768
MAY02,1,13,7,0,1,5,0,1503,63,696,161,583,1212,115,1097,144,68,76,347,24,3,63,257,3220,5722,3282,3239,43,687,1753,139,3474,1322,10112,788,1275,3337,4712,2292,64,299,630,0,1299,530,116,127,277,10,23591,2913,6,1394,148,121,1244,80,19,9,14,31,7,0,0,0,138,1,496,225,332,18,72,4,137,101,2098,32,881,128,1057,14,2831,133,2218,476,4,112,9240
JUN02,5,13,10,0,1,2,0,1425,54,696,119,556,522,88,434,162,77,85,345,24,2,74,245,2472,5381,2948,2910,38,669,1764,123,3404,1374,9440,691,1215,3405,4129,2484,20,247,943,0,1274,429,93,104,223,9,22635,2629,8,1238,124,131,1128,104,12,4,15,69,4,0,0,0,121,0,517,168,417,18,88,15,150,146,2131,19,873,143,1096,4,2707,114,2155,430,8,131,8929
JUL02,3,16,13,0,0,3,0,1504,66,682,122,634,644,65,579,147,60,87,324,34,1,51,238,2638,5457,3007,2959,48,630,1820,116,3634,1420,10123,750,1289,3551,4533,2608,74,344,1001,0,1189,568,100,147,311,10,23926,3567,10,1679,190,142,1546,77,9,5,8,54,1,0,0,0,156,0,546,197,422,18,85,7,187,125,2208,32,910,104,1162,2,2818,101,2146,562,9,127,10120
AUG02,2,14,9,1,0,4,0,1531,54,699,143,635,504,103,401,151,56,95,384,28,2,71,283,2586,5011,2882,2825,57,544,1585,129,3710,1479,9860,651,1197,3576,4436,2643,97,521,709,0,1316,588,91,154,326,17,23420,3013,16,1433,134,115,1315,149,5,5,9,115,5,0,7,3,178,1,509,231,410,21,84,11,179,115,2332,36,966,130,1200,7,3093,112,2355,613,13,123,10046
SEP02,4,19,12,0,2,5,0,1500,61,673,119,647,608,109,499,128,60,68,357,14,4,59,280,2616,5213,2900,2839,61,644,1669,125,3678,1330,9104,679,1228,3086,4111,2014,46,222,739,0,1007,443,94,99,237,13,21907,3116,11,1422,200,126,1357,98,0,1,20,60,15,0,1,1,131,1,580,196,537,16,113,6,193,209,2344,28,997,115,1204,6,2926,121,2185,611,9,133,10068
